"","año","mes","fecha","ciudad","temperatura"
"1",1967,"JAN","1967/1/1","Bogota",NA
"2",1968,"JAN","1968/1/1","Bogota",12.2
"3",1969,"JAN","1969/1/1","Bogota",12.8
"4",1970,"JAN","1970/1/1","Bogota",NA
"5",1971,"JAN","1971/1/1","Bogota",12.8
"6",1972,"JAN","1972/1/1","Bogota",12.9
"7",1973,"JAN","1973/1/1","Bogota",13.6
"8",1974,"JAN","1974/1/1","Bogota",12.2
"9",1975,"JAN","1975/1/1","Bogota",12.3
"10",1976,"JAN","1976/1/1","Bogota",12.2
"11",1977,"JAN","1977/1/1","Bogota",NA
"12",1978,"JAN","1978/1/1","Bogota",NA
"13",1979,"JAN","1979/1/1","Bogota",NA
"14",1980,"JAN","1980/1/1","Bogota",13.4
"15",1981,"JAN","1981/1/1","Bogota",12.4
"16",1982,"JAN","1982/1/1","Bogota",12.6
"17",1983,"JAN","1983/1/1","Bogota",14
"18",1984,"JAN","1984/1/1","Bogota",12.3
"19",1985,"JAN","1985/1/1","Bogota",12.3
"20",1986,"JAN","1986/1/1","Bogota",13
"21",1987,"JAN","1987/1/1","Bogota",13
"22",1988,"JAN","1988/1/1","Bogota",13
"23",1989,"JAN","1989/1/1","Bogota",12.7
"24",1990,"JAN","1990/1/1","Bogota",13.2
"25",1991,"JAN","1991/1/1","Bogota",13.3
"26",1992,"JAN","1992/1/1","Bogota",13.5
"27",1993,"JAN","1993/1/1","Bogota",13.8
"28",1994,"JAN","1994/1/1","Bogota",13.2
"29",1995,"JAN","1995/1/1","Bogota",12.5
"30",1996,"JAN","1996/1/1","Bogota",11.1
"31",1997,"JAN","1997/1/1","Bogota",NA
"32",1998,"JAN","1998/1/1","Bogota",14.2
"33",1999,"JAN","1999/1/1","Bogota",13.2
"34",2000,"JAN","2000/1/1","Bogota",12.5
"35",2001,"JAN","2001/1/1","Bogota",12.2
"36",2002,"JAN","2002/1/1","Bogota",13.5
"37",2003,"JAN","2003/1/1","Bogota",13.6
"38",2004,"JAN","2004/1/1","Bogota",12.8
"39",2005,"JAN","2005/1/1","Bogota",NA
"40",2006,"JAN","2006/1/1","Bogota",13.5
"41",2007,"JAN","2007/1/1","Bogota",13.7
"42",2008,"JAN","2008/1/1","Bogota",12.9
"43",2009,"JAN","2009/1/1","Bogota",13.2
"44",2010,"JAN","2010/1/1","Bogota",13.6
"45",2011,"JAN","2011/1/1","Bogota",NA
"46",2012,"JAN","2012/1/1","Bogota",NA
"47",2013,"JAN","2013/1/1","Bogota",13.5
"48",2014,"JAN","2014/1/1","Bogota",13.7
"49",2015,"JAN","2015/1/1","Bogota",13.4
"50",1967,"FEB","1967/2/1","Bogota",NA
"51",1968,"FEB","1968/2/1","Bogota",12.9
"52",1969,"FEB","1969/2/1","Bogota",13.8
"53",1970,"FEB","1970/2/1","Bogota",13.9
"54",1971,"FEB","1971/2/1","Bogota",12.5
"55",1972,"FEB","1972/2/1","Bogota",12.6
"56",1973,"FEB","1973/2/1","Bogota",13.3
"57",1974,"FEB","1974/2/1","Bogota",12.9
"58",1975,"FEB","1975/2/1","Bogota",12.8
"59",1976,"FEB","1976/2/1","Bogota",12.4
"60",1977,"FEB","1977/2/1","Bogota",NA
"61",1978,"FEB","1978/2/1","Bogota",NA
"62",1979,"FEB","1979/2/1","Bogota",NA
"63",1980,"FEB","1980/2/1","Bogota",13.2
"64",1981,"FEB","1981/2/1","Bogota",13.9
"65",1982,"FEB","1982/2/1","Bogota",13.8
"66",1983,"FEB","1983/2/1","Bogota",14.6
"67",1984,"FEB","1984/2/1","Bogota",12.6
"68",1985,"FEB","1985/2/1","Bogota",12.1
"69",1986,"FEB","1986/2/1","Bogota",12.5
"70",1987,"FEB","1987/2/1","Bogota",13.9
"71",1988,"FEB","1988/2/1","Bogota",13.7
"72",1989,"FEB","1989/2/1","Bogota",12.7
"73",1990,"FEB","1990/2/1","Bogota",13.1
"74",1991,"FEB","1991/2/1","Bogota",14.3
"75",1992,"FEB","1992/2/1","Bogota",13.9
"76",1993,"FEB","1993/2/1","Bogota",13.8
"77",1994,"FEB","1994/2/1","Bogota",13.7
"78",1995,"FEB","1995/2/1","Bogota",12.7
"79",1996,"FEB","1996/2/1","Bogota",12.4
"80",1997,"FEB","1997/2/1","Bogota",NA
"81",1998,"FEB","1998/2/1","Bogota",14.6
"82",1999,"FEB","1999/2/1","Bogota",13.3
"83",2000,"FEB","2000/2/1","Bogota",12.8
"84",2001,"FEB","2001/2/1","Bogota",13.4
"85",2002,"FEB","2002/2/1","Bogota",14.2
"86",2003,"FEB","2003/2/1","Bogota",14.6
"87",2004,"FEB","2004/2/1","Bogota",13.2
"88",2005,"FEB","2005/2/1","Bogota",14
"89",2006,"FEB","2006/2/1","Bogota",13.7
"90",2007,"FEB","2007/2/1","Bogota",12.8
"91",2008,"FEB","2008/2/1","Bogota",13.3
"92",2009,"FEB","2009/2/1","Bogota",13.3
"93",2010,"FEB","2010/2/1","Bogota",NA
"94",2011,"FEB","2011/2/1","Bogota",NA
"95",2012,"FEB","2012/2/1","Bogota",13
"96",2013,"FEB","2013/2/1","Bogota",13.9
"97",2014,"FEB","2014/2/1","Bogota",13.7
"98",2015,"FEB","2015/2/1","Bogota",14
"99",1967,"MAR","1967/3/1","Bogota",NA
"100",1968,"MAR","1968/3/1","Bogota",13.3
"101",1969,"MAR","1969/3/1","Bogota",13.6
"102",1970,"MAR","1970/3/1","Bogota",13.8
"103",1971,"MAR","1971/3/1","Bogota",13.3
"104",1972,"MAR","1972/3/1","Bogota",13.5
"105",1973,"MAR","1973/3/1","Bogota",14.3
"106",1974,"MAR","1974/3/1","Bogota",13
"107",1975,"MAR","1975/3/1","Bogota",13
"108",1976,"MAR","1976/3/1","Bogota",13.2
"109",1977,"MAR","1977/3/1","Bogota",NA
"110",1978,"MAR","1978/3/1","Bogota",NA
"111",1979,"MAR","1979/3/1","Bogota",NA
"112",1980,"MAR","1980/3/1","Bogota",14.2
"113",1981,"MAR","1981/3/1","Bogota",13.7
"114",1982,"MAR","1982/3/1","Bogota",13.8
"115",1983,"MAR","1983/3/1","Bogota",14.5
"116",1984,"MAR","1984/3/1","Bogota",13.2
"117",1985,"MAR","1985/3/1","Bogota",13.6
"118",1986,"MAR","1986/3/1","Bogota",13
"119",1987,"MAR","1987/3/1","Bogota",13.6
"120",1988,"MAR","1988/3/1","Bogota",13.5
"121",1989,"MAR","1989/3/1","Bogota",12.3
"122",1990,"MAR","1990/3/1","Bogota",13.8
"123",1991,"MAR","1991/3/1","Bogota",13.7
"124",1992,"MAR","1992/3/1","Bogota",14.6
"125",1993,"MAR","1993/3/1","Bogota",14.1
"126",1994,"MAR","1994/3/1","Bogota",13.7
"127",1995,"MAR","1995/3/1","Bogota",13.4
"128",1996,"MAR","1996/3/1","Bogota",12.8
"129",1997,"MAR","1997/3/1","Bogota",NA
"130",1998,"MAR","1998/3/1","Bogota",14.8
"131",1999,"MAR","1999/3/1","Bogota",13.2
"132",2000,"MAR","2000/3/1","Bogota",13.1
"133",2001,"MAR","2001/3/1","Bogota",13.9
"134",2002,"MAR","2002/3/1","Bogota",14.2
"135",2003,"MAR","2003/3/1","Bogota",14.3
"136",2004,"MAR","2004/3/1","Bogota",13.8
"137",2005,"MAR","2005/3/1","Bogota",13.9
"138",2006,"MAR","2006/3/1","Bogota",13.3
"139",2007,"MAR","2007/3/1","Bogota",13.7
"140",2008,"MAR","2008/3/1","Bogota",13
"141",2009,"MAR","2009/3/1","Bogota",13.3
"142",2010,"MAR","2010/3/1","Bogota",NA
"143",2011,"MAR","2011/3/1","Bogota",NA
"144",2012,"MAR","2012/3/1","Bogota",13.6
"145",2013,"MAR","2013/3/1","Bogota",14.2
"146",2014,"MAR","2014/3/1","Bogota",14
"147",2015,"MAR","2015/3/1","Bogota",NA
"148",1967,"APR","1967/4/1","Bogota",NA
"149",1968,"APR","1968/4/1","Bogota",13.7
"150",1969,"APR","1969/4/1","Bogota",NA
"151",1970,"APR","1970/4/1","Bogota",14.2
"152",1971,"APR","1971/4/1","Bogota",13.2
"153",1972,"APR","1972/4/1","Bogota",13.3
"154",1973,"APR","1973/4/1","Bogota",13.7
"155",1974,"APR","1974/4/1","Bogota",13.6
"156",1975,"APR","1975/4/1","Bogota",13.3
"157",1976,"APR","1976/4/1","Bogota",NA
"158",1977,"APR","1977/4/1","Bogota",NA
"159",1978,"APR","1978/4/1","Bogota",NA
"160",1979,"APR","1979/4/1","Bogota",NA
"161",1980,"APR","1980/4/1","Bogota",14.1
"162",1981,"APR","1981/4/1","Bogota",14
"163",1982,"APR","1982/4/1","Bogota",13.8
"164",1983,"APR","1983/4/1","Bogota",14.3
"165",1984,"APR","1984/4/1","Bogota",13.1
"166",1985,"APR","1985/4/1","Bogota",13.4
"167",1986,"APR","1986/4/1","Bogota",13.7
"168",1987,"APR","1987/4/1","Bogota",14.1
"169",1988,"APR","1988/4/1","Bogota",13.8
"170",1989,"APR","1989/4/1","Bogota",13.5
"171",1990,"APR","1990/4/1","Bogota",13.7
"172",1991,"APR","1991/4/1","Bogota",14.1
"173",1992,"APR","1992/4/1","Bogota",14.8
"174",1993,"APR","1993/4/1","Bogota",14.1
"175",1994,"APR","1994/4/1","Bogota",14.1
"176",1995,"APR","1995/4/1","Bogota",13.6
"177",1996,"APR","1996/4/1","Bogota",12.9
"178",1997,"APR","1997/4/1","Bogota",NA
"179",1998,"APR","1998/4/1","Bogota",15.2
"180",1999,"APR","1999/4/1","Bogota",13.5
"181",2000,"APR","2000/4/1","Bogota",13.3
"182",2001,"APR","2001/4/1","Bogota",14
"183",2002,"APR","2002/4/1","Bogota",14.4
"184",2003,"APR","2003/4/1","Bogota",14.5
"185",2004,"APR","2004/4/1","Bogota",13.6
"186",2005,"APR","2005/4/1","Bogota",14.4
"187",2006,"APR","2006/4/1","Bogota",13.6
"188",2007,"APR","2007/4/1","Bogota",14.2
"189",2008,"APR","2008/4/1","Bogota",13.4
"190",2009,"APR","2009/4/1","Bogota",14.2
"191",2010,"APR","2010/4/1","Bogota",NA
"192",2011,"APR","2011/4/1","Bogota",NA
"193",2012,"APR","2012/4/1","Bogota",13.4
"194",2013,"APR","2013/4/1","Bogota",14.4
"195",2014,"APR","2014/4/1","Bogota",14.2
"196",2015,"APR","2015/4/1","Bogota",NA
"197",1967,"MAY","1967/5/1","Bogota",NA
"198",1968,"MAY","1968/5/1","Bogota",13.3
"199",1969,"MAY","1969/5/1","Bogota",NA
"200",1970,"MAY","1970/5/1","Bogota",14
"201",1971,"MAY","1971/5/1","Bogota",13.4
"202",1972,"MAY","1972/5/1","Bogota",14.2
"203",1973,"MAY","1973/5/1","Bogota",13.7
"204",1974,"MAY","1974/5/1","Bogota",13.1
"205",1975,"MAY","1975/5/1","Bogota",13.2
"206",1976,"MAY","1976/5/1","Bogota",NA
"207",1977,"MAY","1977/5/1","Bogota",NA
"208",1978,"MAY","1978/5/1","Bogota",NA
"209",1979,"MAY","1979/5/1","Bogota",NA
"210",1980,"MAY","1980/5/1","Bogota",14.1
"211",1981,"MAY","1981/5/1","Bogota",14
"212",1982,"MAY","1982/5/1","Bogota",13.6
"213",1983,"MAY","1983/5/1","Bogota",14.7
"214",1984,"MAY","1984/5/1","Bogota",13.6
"215",1985,"MAY","1985/5/1","Bogota",13.4
"216",1986,"MAY","1986/5/1","Bogota",13.7
"217",1987,"MAY","1987/5/1","Bogota",14.1
"218",1988,"MAY","1988/5/1","Bogota",13.7
"219",1989,"MAY","1989/5/1","Bogota",13.3
"220",1990,"MAY","1990/5/1","Bogota",13.9
"221",1991,"MAY","1991/5/1","Bogota",14.3
"222",1992,"MAY","1992/5/1","Bogota",14.4
"223",1993,"MAY","1993/5/1","Bogota",14.1
"224",1994,"MAY","1994/5/1","Bogota",14.3
"225",1995,"MAY","1995/5/1","Bogota",13.4
"226",1996,"MAY","1996/5/1","Bogota",12.6
"227",1997,"MAY","1997/5/1","Bogota",NA
"228",1998,"MAY","1998/5/1","Bogota",14.4
"229",1999,"MAY","1999/5/1","Bogota",13.6
"230",2000,"MAY","2000/5/1","Bogota",13.4
"231",2001,"MAY","2001/5/1","Bogota",14.1
"232",2002,"MAY","2002/5/1","Bogota",14.7
"233",2003,"MAY","2003/5/1","Bogota",14.5
"234",2004,"MAY","2004/5/1","Bogota",13.9
"235",2005,"MAY","2005/5/1","Bogota",14.3
"236",2006,"MAY","2006/5/1","Bogota",13.7
"237",2007,"MAY","2007/5/1","Bogota",13.7
"238",2008,"MAY","2008/5/1","Bogota",NA
"239",2009,"MAY","2009/5/1","Bogota",NA
"240",2010,"MAY","2010/5/1","Bogota",NA
"241",2011,"MAY","2011/5/1","Bogota",NA
"242",2012,"MAY","2012/5/1","Bogota",13.7
"243",2013,"MAY","2013/5/1","Bogota",14
"244",2014,"MAY","2014/5/1","Bogota",14.1
"245",2015,"MAY","2015/5/1","Bogota",NA
"246",1967,"JUN","1967/6/1","Bogota",NA
"247",1968,"JUN","1968/6/1","Bogota",13.1
"248",1969,"JUN","1969/6/1","Bogota",NA
"249",1970,"JUN","1970/6/1","Bogota",13.5
"250",1971,"JUN","1971/6/1","Bogota",13
"251",1972,"JUN","1972/6/1","Bogota",13.7
"252",1973,"JUN","1973/6/1","Bogota",13.3
"253",1974,"JUN","1974/6/1","Bogota",13.1
"254",1975,"JUN","1975/6/1","Bogota",13.1
"255",1976,"JUN","1976/6/1","Bogota",NA
"256",1977,"JUN","1977/6/1","Bogota",NA
"257",1978,"JUN","1978/6/1","Bogota",NA
"258",1979,"JUN","1979/6/1","Bogota",NA
"259",1980,"JUN","1980/6/1","Bogota",13.8
"260",1981,"JUN","1981/6/1","Bogota",13.9
"261",1982,"JUN","1982/6/1","Bogota",13.7
"262",1983,"JUN","1983/6/1","Bogota",13.7
"263",1984,"JUN","1984/6/1","Bogota",12.9
"264",1985,"JUN","1985/6/1","Bogota",13
"265",1986,"JUN","1986/6/1","Bogota",13.1
"266",1987,"JUN","1987/6/1","Bogota",14.2
"267",1988,"JUN","1988/6/1","Bogota",13
"268",1989,"JUN","1989/6/1","Bogota",13.5
"269",1990,"JUN","1990/6/1","Bogota",14
"270",1991,"JUN","1991/6/1","Bogota",14.4
"271",1992,"JUN","1992/6/1","Bogota",14.8
"272",1993,"JUN","1993/6/1","Bogota",14.2
"273",1994,"JUN","1994/6/1","Bogota",13.8
"274",1995,"JUN","1995/6/1","Bogota",13.6
"275",1996,"JUN","1996/6/1","Bogota",13
"276",1997,"JUN","1997/6/1","Bogota",NA
"277",1998,"JUN","1998/6/1","Bogota",14.1
"278",1999,"JUN","1999/6/1","Bogota",13.1
"279",2000,"JUN","2000/6/1","Bogota",13.8
"280",2001,"JUN","2001/6/1","Bogota",13.6
"281",2002,"JUN","2002/6/1","Bogota",14.2
"282",2003,"JUN","2003/6/1","Bogota",13.3
"283",2004,"JUN","2004/6/1","Bogota",14.7
"284",2005,"JUN","2005/6/1","Bogota",13.8
"285",2006,"JUN","2006/6/1","Bogota",NA
"286",2007,"JUN","2007/6/1","Bogota",13.3
"287",2008,"JUN","2008/6/1","Bogota",13.3
"288",2009,"JUN","2009/6/1","Bogota",14.3
"289",2010,"JUN","2010/6/1","Bogota",NA
"290",2011,"JUN","2011/6/1","Bogota",NA
"291",2012,"JUN","2012/6/1","Bogota",13.8
"292",2013,"JUN","2013/6/1","Bogota",13.9
"293",2014,"JUN","2014/6/1","Bogota",13.9
"294",2015,"JUN","2015/6/1","Bogota",NA
"295",1967,"JUL","1967/7/1","Bogota",NA
"296",1968,"JUL","1968/7/1","Bogota",13.4
"297",1969,"JUL","1969/7/1","Bogota",NA
"298",1970,"JUL","1970/7/1","Bogota",13
"299",1971,"JUL","1971/7/1","Bogota",13.2
"300",1972,"JUL","1972/7/1","Bogota",13.6
"301",1973,"JUL","1973/7/1","Bogota",12.9
"302",1974,"JUL","1974/7/1","Bogota",12.6
"303",1975,"JUL","1975/7/1","Bogota",12.4
"304",1976,"JUL","1976/7/1","Bogota",NA
"305",1977,"JUL","1977/7/1","Bogota",NA
"306",1978,"JUL","1978/7/1","Bogota",NA
"307",1979,"JUL","1979/7/1","Bogota",NA
"308",1980,"JUL","1980/7/1","Bogota",13.6
"309",1981,"JUL","1981/7/1","Bogota",13.1
"310",1982,"JUL","1982/7/1","Bogota",13.3
"311",1983,"JUL","1983/7/1","Bogota",13.8
"312",1984,"JUL","1984/7/1","Bogota",12.5
"313",1985,"JUL","1985/7/1","Bogota",12.5
"314",1986,"JUL","1986/7/1","Bogota",12.7
"315",1987,"JUL","1987/7/1","Bogota",13.9
"316",1988,"JUL","1988/7/1","Bogota",13
"317",1989,"JUL","1989/7/1","Bogota",12.7
"318",1990,"JUL","1990/7/1","Bogota",13.3
"319",1991,"JUL","1991/7/1","Bogota",13.6
"320",1992,"JUL","1992/7/1","Bogota",13.4
"321",1993,"JUL","1993/7/1","Bogota",13.7
"322",1994,"JUL","1994/7/1","Bogota",13
"323",1995,"JUL","1995/7/1","Bogota",12.9
"324",1996,"JUL","1996/7/1","Bogota",NA
"325",1997,"JUL","1997/7/1","Bogota",NA
"326",1998,"JUL","1998/7/1","Bogota",13.4
"327",1999,"JUL","1999/7/1","Bogota",13.4
"328",2000,"JUL","2000/7/1","Bogota",12.9
"329",2001,"JUL","2001/7/1","Bogota",13.4
"330",2002,"JUL","2002/7/1","Bogota",14
"331",2003,"JUL","2003/7/1","Bogota",13.5
"332",2004,"JUL","2004/7/1","Bogota",12.9
"333",2005,"JUL","2005/7/1","Bogota",13.7
"334",2006,"JUL","2006/7/1","Bogota",NA
"335",2007,"JUL","2007/7/1","Bogota",13.4
"336",2008,"JUL","2008/7/1","Bogota",13
"337",2009,"JUL","2009/7/1","Bogota",14
"338",2010,"JUL","2010/7/1","Bogota",NA
"339",2011,"JUL","2011/7/1","Bogota",NA
"340",2012,"JUL","2012/7/1","Bogota",NA
"341",2013,"JUL","2013/7/1","Bogota",13.3
"342",2014,"JUL","2014/7/1","Bogota",13.8
"343",2015,"JUL","2015/7/1","Bogota",NA
"344",1967,"AUG","1967/8/1","Bogota",NA
"345",1968,"AUG","1968/8/1","Bogota",13.1
"346",1969,"AUG","1969/8/1","Bogota",NA
"347",1970,"AUG","1970/8/1","Bogota",13
"348",1971,"AUG","1971/8/1","Bogota",12.5
"349",1972,"AUG","1972/8/1","Bogota",13.2
"350",1973,"AUG","1973/8/1","Bogota",13
"351",1974,"AUG","1974/8/1","Bogota",13.1
"352",1975,"AUG","1975/8/1","Bogota",12.5
"353",1976,"AUG","1976/8/1","Bogota",NA
"354",1977,"AUG","1977/8/1","Bogota",NA
"355",1978,"AUG","1978/8/1","Bogota",NA
"356",1979,"AUG","1979/8/1","Bogota",NA
"357",1980,"AUG","1980/8/1","Bogota",12.7
"358",1981,"AUG","1981/8/1","Bogota",13.1
"359",1982,"AUG","1982/8/1","Bogota",13.1
"360",1983,"AUG","1983/8/1","Bogota",13.5
"361",1984,"AUG","1984/8/1","Bogota",13
"362",1985,"AUG","1985/8/1","Bogota",12.6
"363",1986,"AUG","1986/8/1","Bogota",13.1
"364",1987,"AUG","1987/8/1","Bogota",13.6
"365",1988,"AUG","1988/8/1","Bogota",13
"366",1989,"AUG","1989/8/1","Bogota",12.9
"367",1990,"AUG","1990/8/1","Bogota",13.5
"368",1991,"AUG","1991/8/1","Bogota",13.3
"369",1992,"AUG","1992/8/1","Bogota",14.1
"370",1993,"AUG","1993/8/1","Bogota",13.7
"371",1994,"AUG","1994/8/1","Bogota",12.9
"372",1995,"AUG","1995/8/1","Bogota",12.4
"373",1996,"AUG","1996/8/1","Bogota",NA
"374",1997,"AUG","1997/8/1","Bogota",NA
"375",1998,"AUG","1998/8/1","Bogota",13.4
"376",1999,"AUG","1999/8/1","Bogota",13
"377",2000,"AUG","2000/8/1","Bogota",13.1
"378",2001,"AUG","2001/8/1","Bogota",13.6
"379",2002,"AUG","2002/8/1","Bogota",13.9
"380",2003,"AUG","2003/8/1","Bogota",NA
"381",2004,"AUG","2004/8/1","Bogota",13.3
"382",2005,"AUG","2005/8/1","Bogota",13.4
"383",2006,"AUG","2006/8/1","Bogota",13.8
"384",2007,"AUG","2007/8/1","Bogota",13.2
"385",2008,"AUG","2008/8/1","Bogota",13.1
"386",2009,"AUG","2009/8/1","Bogota",14.5
"387",2010,"AUG","2010/8/1","Bogota",NA
"388",2011,"AUG","2011/8/1","Bogota",NA
"389",2012,"AUG","2012/8/1","Bogota",13.5
"390",2013,"AUG","2013/8/1","Bogota",13.7
"391",2014,"AUG","2014/8/1","Bogota",13.4
"392",2015,"AUG","2015/8/1","Bogota",NA
"393",1967,"SEP","1967/9/1","Bogota",NA
"394",1968,"SEP","1968/9/1","Bogota",13.3
"395",1969,"SEP","1969/9/1","Bogota",NA
"396",1970,"SEP","1970/9/1","Bogota",12.8
"397",1971,"SEP","1971/9/1","Bogota",12.5
"398",1972,"SEP","1972/9/1","Bogota",13.5
"399",1973,"SEP","1973/9/1","Bogota",12.7
"400",1974,"SEP","1974/9/1","Bogota",12.5
"401",1975,"SEP","1975/9/1","Bogota",12.6
"402",1976,"SEP","1976/9/1","Bogota",NA
"403",1977,"SEP","1977/9/1","Bogota",NA
"404",1978,"SEP","1978/9/1","Bogota",NA
"405",1979,"SEP","1979/9/1","Bogota",NA
"406",1980,"SEP","1980/9/1","Bogota",13.7
"407",1981,"SEP","1981/9/1","Bogota",12.9
"408",1982,"SEP","1982/9/1","Bogota",13.6
"409",1983,"SEP","1983/9/1","Bogota",13.6
"410",1984,"SEP","1984/9/1","Bogota",12.5
"411",1985,"SEP","1985/9/1","Bogota",12.7
"412",1986,"SEP","1986/9/1","Bogota",13.1
"413",1987,"SEP","1987/9/1","Bogota",13.4
"414",1988,"SEP","1988/9/1","Bogota",12.9
"415",1989,"SEP","1989/9/1","Bogota",12.8
"416",1990,"SEP","1990/9/1","Bogota",13.3
"417",1991,"SEP","1991/9/1","Bogota",13.8
"418",1992,"SEP","1992/9/1","Bogota",13.4
"419",1993,"SEP","1993/9/1","Bogota",13.4
"420",1994,"SEP","1994/9/1","Bogota",13.3
"421",1995,"SEP","1995/9/1","Bogota",13.3
"422",1996,"SEP","1996/9/1","Bogota",13.1
"423",1997,"SEP","1997/9/1","Bogota",NA
"424",1998,"SEP","1998/9/1","Bogota",13.5
"425",1999,"SEP","1999/9/1","Bogota",12.8
"426",2000,"SEP","2000/9/1","Bogota",12.6
"427",2001,"SEP","2001/9/1","Bogota",13.2
"428",2002,"SEP","2002/9/1","Bogota",13.6
"429",2003,"SEP","2003/9/1","Bogota",13.2
"430",2004,"SEP","2004/9/1","Bogota",12.9
"431",2005,"SEP","2005/9/1","Bogota",13.3
"432",2006,"SEP","2006/9/1","Bogota",13.6
"433",2007,"SEP","2007/9/1","Bogota",13.3
"434",2008,"SEP","2008/9/1","Bogota",13.2
"435",2009,"SEP","2009/9/1","Bogota",14.4
"436",2010,"SEP","2010/9/1","Bogota",NA
"437",2011,"SEP","2011/9/1","Bogota",NA
"438",2012,"SEP","2012/9/1","Bogota",13.2
"439",2013,"SEP","2013/9/1","Bogota",13.9
"440",2014,"SEP","2014/9/1","Bogota",13.7
"441",2015,"SEP","2015/9/1","Bogota",NA
"442",1967,"OCT","1967/10/1","Bogota",NA
"443",1968,"OCT","1968/10/1","Bogota",12.9
"444",1969,"OCT","1969/10/1","Bogota",NA
"445",1970,"OCT","1970/10/1","Bogota",13.1
"446",1971,"OCT","1971/10/1","Bogota",12.9
"447",1972,"OCT","1972/10/1","Bogota",13.3
"448",1973,"OCT","1973/10/1","Bogota",12.9
"449",1974,"OCT","1974/10/1","Bogota",12.6
"450",1975,"OCT","1975/10/1","Bogota",12.4
"451",1976,"OCT","1976/10/1","Bogota",NA
"452",1977,"OCT","1977/10/1","Bogota",NA
"453",1978,"OCT","1978/10/1","Bogota",NA
"454",1979,"OCT","1979/10/1","Bogota",NA
"455",1980,"OCT","1980/10/1","Bogota",13.6
"456",1981,"OCT","1981/10/1","Bogota",13.1
"457",1982,"OCT","1982/10/1","Bogota",13.2
"458",1983,"OCT","1983/10/1","Bogota",13.2
"459",1984,"OCT","1984/10/1","Bogota",12.9
"460",1985,"OCT","1985/10/1","Bogota",12.9
"461",1986,"OCT","1986/10/1","Bogota",13.2
"462",1987,"OCT","1987/10/1","Bogota",13.7
"463",1988,"OCT","1988/10/1","Bogota",12.9
"464",1989,"OCT","1989/10/1","Bogota",13.3
"465",1990,"OCT","1990/10/1","Bogota",13.1
"466",1991,"OCT","1991/10/1","Bogota",13.1
"467",1992,"OCT","1992/10/1","Bogota",13.7
"468",1993,"OCT","1993/10/1","Bogota",13.3
"469",1994,"OCT","1994/10/1","Bogota",12.8
"470",1995,"OCT","1995/10/1","Bogota",13
"471",1996,"OCT","1996/10/1","Bogota",NA
"472",1997,"OCT","1997/10/1","Bogota",NA
"473",1998,"OCT","1998/10/1","Bogota",13.8
"474",1999,"OCT","1999/10/1","Bogota",12.9
"475",2000,"OCT","2000/10/1","Bogota",13.9
"476",2001,"OCT","2001/10/1","Bogota",14
"477",2002,"OCT","2002/10/1","Bogota",14
"478",2003,"OCT","2003/10/1","Bogota",13.6
"479",2004,"OCT","2004/10/1","Bogota",NA
"480",2005,"OCT","2005/10/1","Bogota",13.1
"481",2006,"OCT","2006/10/1","Bogota",13.5
"482",2007,"OCT","2007/10/1","Bogota",13.1
"483",2008,"OCT","2008/10/1","Bogota",13
"484",2009,"OCT","2009/10/1","Bogota",14
"485",2010,"OCT","2010/10/1","Bogota",NA
"486",2011,"OCT","2011/10/1","Bogota",NA
"487",2012,"OCT","2012/10/1","Bogota",13.6
"488",2013,"OCT","2013/10/1","Bogota",13.5
"489",2014,"OCT","2014/10/1","Bogota",13.8
"490",2015,"OCT","2015/10/1","Bogota",NA
"491",1967,"NOV","1967/11/1","Bogota",NA
"492",1968,"NOV","1968/11/1","Bogota",13.2
"493",1969,"NOV","1969/11/1","Bogota",NA
"494",1970,"NOV","1970/11/1","Bogota",12.8
"495",1971,"NOV","1971/11/1","Bogota",12.7
"496",1972,"NOV","1972/11/1","Bogota",13.7
"497",1973,"NOV","1973/11/1","Bogota",13.2
"498",1974,"NOV","1974/11/1","Bogota",13.3
"499",1975,"NOV","1975/11/1","Bogota",12.9
"500",1976,"NOV","1976/11/1","Bogota",NA
"501",1977,"NOV","1977/11/1","Bogota",NA
"502",1978,"NOV","1978/11/1","Bogota",NA
"503",1979,"NOV","1979/11/1","Bogota",14
"504",1980,"NOV","1980/11/1","Bogota",13
"505",1981,"NOV","1981/11/1","Bogota",13.6
"506",1982,"NOV","1982/11/1","Bogota",13.3
"507",1983,"NOV","1983/11/1","Bogota",13.5
"508",1984,"NOV","1984/11/1","Bogota",12.8
"509",1985,"NOV","1985/11/1","Bogota",12.5
"510",1986,"NOV","1986/11/1","Bogota",13.3
"511",1987,"NOV","1987/11/1","Bogota",13.6
"512",1988,"NOV","1988/11/1","Bogota",13
"513",1989,"NOV","1989/11/1","Bogota",13.5
"514",1990,"NOV","1990/11/1","Bogota",13.5
"515",1991,"NOV","1991/11/1","Bogota",13.3
"516",1992,"NOV","1992/11/1","Bogota",13.5
"517",1993,"NOV","1993/11/1","Bogota",13.4
"518",1994,"NOV","1994/11/1","Bogota",12.8
"519",1995,"NOV","1995/11/1","Bogota",12.7
"520",1996,"NOV","1996/11/1","Bogota",NA
"521",1997,"NOV","1997/11/1","Bogota",NA
"522",1998,"NOV","1998/11/1","Bogota",14
"523",1999,"NOV","1999/11/1","Bogota",13.2
"524",2000,"NOV","2000/11/1","Bogota",13.6
"525",2001,"NOV","2001/11/1","Bogota",13.9
"526",2002,"NOV","2002/11/1","Bogota",13.8
